ID,MONTHS_BALANCE,STATUS
5009029,-3,X
5009029,-4,0
5009029,-5,0
5009029,-6,C
5009029,-7,C
5009029,-8,C
5009029,-9,C
5009029,-10,0
5009029,-11,C
5009029,-12,C
5009029,-13,C
5009029,-14,X
5009029,-15,C
5009029,-16,C
5009029,-17,X
5009029,-18,C
5009029,-19,C
5009029,-20,C
5009029,-21,0
5009029,-22,X
5009030,0,C
5009030,-1,C
5009030,-2,0
5009030,-3,C
5009030,-4,X
5009030,-5,C
5009030,-6,C
5009030,-7,C
5009030,-8,0
5009030,-9,C
5009030,-10,C
5009030,-11,C
5009030,-12,1
5009030,-13,C
5009030,-14,0
5009030,-15,X
5009030,-16,C
5009030,-17,X
5009030,-18,0
5009030,-19,0
5009030,-20,C
5009030,-21,C
5009030,-22,0
5009031,0,C
5009031,-1,X
5009031,-2,C
5009031,-3,C
5009032,0,C
5009032,-1,C
5009032,-2,C
5009032,-3,0
5009032,-4,X
5009032,-5,C
5009032,-6,X
5009032,-7,X
5009032,-8,C
5009032,-9,X
5009032,-10,X
5009033,0,0
5009033,-1,X
5009033,-2,X
5009033,-3,C
5009033,-4,C
5009033,-5,C
5009033,-6,0
5009033,-7,0
5009033,-8,0
5009034,0,X
5009034,-1,C
5009034,-2,X
5009035,0,X
5009035,-1,0
5009035,-2,0
5009035,-3,0
5009035,-4,C
5009035,-5,0
5009035,-6,C
5009035,-7,0
5009035,-8,C
5009035,-9,0
5009035,-10,C
5009035,-11,0
5009035,-12,C
5009035,-13,C
5009035,-14,C
5009035,-15,X
5009035,-16,C
5009035,-17,X
5009035,-18,X
5009035,-19,C
5009035,-20,C
5009035,-21,C
5009036,0,0
5009036,-1,0
5009036,-2,C
5009036,-3,C
5009036,-4,C
5009036,-5,X
5009036,-6,X
5009036,-7,C
5009036,-8,C
5009036,-9,X
5009036,-10,C
5009037,0,C
5009037,-1,C
5009037,-2,C
5009037,-3,0
5009037,-4,C
5009037,-5,0
5009037,-6,C
5009037,-7,0
5009037,-8,X
5009037,-9,X
5009037,-10,C
5009037,-11,0
5009037,-12,C
5009037,-13,0
5009037,-14,0
5009037,-15,0
5009037,-16,C
5009037,-17,C
5009037,-18,C
5009038,0,0
5009038,-1,0
5009038,-2,C
5009038,-3,0
5009038,-4,0
5009038,-5,C
5009038,-6,C
5009038,-7,C
5009039,0,C
5009039,-1,C
5009039,-2,0
5009039,-3,C
5009039,-4,C
5009039,-5,X
5009039,-6,X
5009039,-7,0
5009039,-8,C
5009039,-9,X
5009039,-10,C
5009039,-11,C
5009039,-12,0
5009039,-13,0
5009039,-14,X
5009039,-15,C
5009039,-16,C
5009040,0,0
5009040,-1,0
5009040,-2,C
5009040,-3,C
5009040,-4,0
5009040,-5,C
5009041,0,C
5009041,-1,0
5009041,-2,1
5009041,-3,0
5009041,-4,X
5009041,-5,C
5009041,-6,C
5009041,-7,C
5009041,-8,C
5009041,-9,C
5009041,-10,C
5009041,-11,C
5009041,-12,C
5009041,-13,0
5009041,-14,X
5009041,-15,C
5009041,-16,C
5009041,-17,C
5009041,-18,0
5009041,-19,C
5009042,0,X
5009042,-1,C
5009042,-2,C
5009042,-3,C
5009042,-4,C
5009042,-5,X
5009042,-6,C
5009042,-7,X
5009042,-8,C
5009042,-9,0
5009042,-10,0
5009042,-11,C
5009042,-12,C
5009042,-13,0
5009042,-14,C
5009043,0,C
5009043,-1,C
5009043,-2,C
5009043,-3,X
5009043,-4,C
5009043,-5,C
5009043,-6,C
5009044,0,C
5009044,-1,C
5009044,-2,C
5009044,-3,0
5009045,0,0
5009045,-1,C
5009045,-2,C
5009046,0,X
5009046,-1,C
5009046,-2,C
5009046,-3,C
5009047,0,C
5009047,-1,X
5009047,-2,0
5009047,-3,X
5009047,-4,C
5009047,-5,C
5009047,-6,C
5009047,-7,0
5009047,-8,C
5009047,-9,0
5009047,-10,0
5009047,-11,0
5009047,-12,0
5009047,-13,1
5009047,-14,C
5009047,-15,C
5009047,-16,0
5009047,-17,0
5009047,-18,C
5009047,-19,C
5009047,-20,C
5009048,0,1
5009048,-1,C
5009048,-2,C
5009048,-3,C
5009049,0,C
5009049,-1,C
5009049,-2,X
5009049,-3,C
5009049,-4,C
5009049,-5,C
5009049,-6,X
5009050,0,0
5009050,-1,0
5009050,-2,X
5009050,-3,C
5009050,-4,C
5009050,-5,0
5009050,-6,C
5009051,0,C
5009051,-1,C
5009051,-2,X
5009051,-3,C
5009051,-4,X
5009051,-5,C
5009051,-6,C
5009051,-7,C
5009052,0,C
5009052,-1,0
5009052,-2,0
5009052,-3,C
5009052,-4,0
5009052,-5,C
5009052,-6,0
5009052,-7,0
5009052,-8,C
5009052,-9,X
5009052,-10,C
5009052,-11,C
5009052,-12,C
5009052,-13,X
5009052,-14,C
5009052,-15,0
5009052,-16,X
5009052,-17,0
5009052,-18,C
5009052,-19,0
5009052,-20,X
5009052,-21,C
5009052,-22,0
5009053,0,0
5009053,-1,0
5009053,-2,C
5009053,-3,X
5009053,-4,0
5009053,-5,0
5009053,-6,X
5009053,-7,C
5009053,-8,C
5009053,-9,C
5009053,-10,C
5009053,-11,C
5009053,-12,X
5009053,-13,C
5009053,-14,C
5009053,-15,X
5009053,-16,C
5009053,-17,0
5009053,-18,X
5009053,-19,C
5009053,-20,X
5009053,-21,X
5009054,0,0
5009054,-1,C
5009054,-2,C
5009054,-3,C
5009054,-4,C
5009054,-5,0
5009054,-6,0
5009054,-7,0
5009054,-8,0
5009054,-9,0
5009054,-10,C
5009054,-11,X
5009054,-12,0
5009054,-13,C
5009054,-14,C
5009054,-15,C
5009054,-16,C
5009054,-17,X
5009054,-18,X
5009054,-19,C
5009054,-20,0
5009054,-21,C
5009055,0,X
5009055,-1,X
5009055,-2,C
5009055,-3,C
5009055,-4,C
5009055,-5,0
5009055,-6,C
5009055,-7,1
5009055,-8,C
5009055,-9,0
5009056,0,0
5009056,-1,C
5009056,-2,C
5009056,-3,0
5009056,-4,0
5009056,-5,C
5009056,-6,C
5009057,0,C
5009057,-1,C
5009057,-2,0
5009057,-3,C
5009057,-4,C
5009057,-5,C
5009057,-6,C
5009057,-7,X
5009057,-8,X
5009057,-9,0
5009057,-10,1
5009057,-11,C
5009057,-12,C
5009057,-13,0
5009057,-14,C
5009058,0,C
5009058,-1,0
5009058,-2,X
5009058,-3,0
5009058,-4,C
5009059,0,0
5009059,-1,X
5009059,-2,X
5009059,-3,0
5009059,-4,0
5009059,-5,0
5009059,-6,X
5009059,-7,C
5009059,-8,X
5009059,-9,0
5009059,-10,C
5009059,-11,1
5009059,-12,0
5009059,-13,0
5009059,-14,0
5009059,-15,X
5009059,-16,C
5009060,0,C
5009060,-1,C
5009060,-2,X
5009060,-3,0
5009060,-4,X
5009060,-5,C
5009060,-6,C
5009060,-7,C
5009060,-8,0
5009060,-9,0
5009061,0,C
5009061,-1,C
5009061,-2,0
5009061,-3,C
5009061,-4,X
5009061,-5,X
5009061,-6,C
5009061,-7,C
5009061,-8,X
5009061,-9,0
5009061,-10,0
5009061,-11,C
5009061,-12,0
5009061,-13,C
5009061,-14,C
5009061,-15,0
5009061,-16,C
5009062,0,0
5009062,-1,C
5009062,-2,C
5009062,-3,C
5009062,-4,C
5009062,-5,X
5009062,-6,X
5009062,-7,C
5009062,-8,0
5009062,-9,C
5009062,-10,C
5009062,-11,C
5009062,-12,0
5009063,0,C
5009063,-1,0
5009063,-2,0
5009063,-3,0
5009063,-4,0
5009063,-5,X
5009063,-6,C
5009063,-7,X
5009063,-8,0
5009063,-9,X
5009063,-10,X
5009063,-11,X
5009063,-12,0
5009063,-13,0
5009063,-14,C
5009063,-15,0
5009063,-16,C
5009063,-17,X
5009063,-18,X
5009063,-19,C
5009064,0,0
5009064,-1,C
5009064,-2,0
5009064,-3,C
5009064,-4,0
5009064,-5,C
5009064,-6,C
5009064,-7,0
5009064,-8,C
5009064,-9,C
5009064,-10,C
5009064,-11,C
5009064,-12,X
5009065,0,0
5009065,-1,X
5009065,-2,C
5009065,-3,X
5009065,-4,X
5009065,-5,0
5009065,-6,X
5009065,-7,0
5009065,-8,0
5009065,-9,C
5009065,-10,C
5009065,-11,X
5009065,-12,0
5009065,-13,C
5009065,-14,C
5009065,-15,C
5009065,-16,C
5009065,-17,C
5009065,-18,C
5009065,-19,C
5009066,0,C
5009066,-1,C
5009066,-2,C
5009066,-3,C
5009066,-4,0
5009066,-5,0
5009066,-6,C
5009066,-7,0
5009066,-8,X
5009066,-9,1
5009066,-10,X
5009066,-11,C
5009066,-12,C
5009066,-13,C
5009066,-14,0
5009066,-15,0
5009066,-16,0
5009066,-17,C
5009066,-18,0
5009066,-19,C
5009067,0,C
5009067,-1,0
5009067,-2,0
5009067,-3,C
5009067,-4,C
5009067,-5,C
5009067,-6,C
5009067,-7,1
5009067,-8,0
5009067,-9,C
5009067,-10,0
5009068,0,C
5009068,-1,C
5009068,-2,C
5009068,-3,0
5009068,-4,0
5009068,-5,1
5009068,-6,0
5009068,-7,C
5009068,-8,0
5009068,-9,C
5009068,-10,C
5009068,-11,0
5009068,-12,C
5009068,-13,1
5009068,-14,X
5009068,-15,C
5009068,-16,C
5009068,-17,C
5009068,-18,X
5009068,-19,0
5009068,-20,X
5009068,-21,C
5009069,0,X
5009069,-1,0
5009069,-2,0
5009070,0,0
5009070,-1,0
5009070,-2,0
5009070,-3,0
5009070,-4,C
5009070,-5,C
5009070,-6,0
5009070,-7,0
5009070,-8,0
5009070,-9,C
5009070,-10,X
5009070,-11,X
5009070,-12,0
5009070,-13,0
5009071,0,0
5009071,-1,X
5009071,-2,X
5009071,-3,X
5009071,-4,C
5009071,-5,C
5009071,-6,0
5009071,-7,C
5009071,-8,X
5009071,-9,X
5009071,-10,C
5009071,-11,C
5009071,-12,C
5009071,-13,C
5009071,-14,0
5009071,-15,0
5009071,-16,C
5009072,0,0
5009072,-1,0
5009072,-2,X
5009072,-3,0
5009072,-4,C
5009072,-5,C
5009072,-6,X
5009072,-7,0
5009072,-8,X
5009072,-9,0
5009072,-10,C
5009072,-11,C
5009072,-12,0
5009072,-13,C
5009072,-14,C
5009072,-15,X
5009073,0,0
5009073,-1,0
5009073,-2,C
5009073,-3,0
5009073,-4,C
5009073,-5,C
5009073,-6,X
5009073,-7,X
5009073,-8,C
5009073,-9,C
5009073,-10,X
5009073,-11,C
5009073,-12,C
5009073,-13,X
5009073,-14,0
5009073,-15,X
5009073,-16,0
5009073,-17,0
5009073,-18,0
5009073,-19,X
5009073,-20,C
5009073,-21,0
5009073,-22,X
5009074,0,C
5009074,-1,0
5009074,-2,C
5009074,-3,C
5009074,-4,C
5009074,-5,C
5009074,-6,C
5009074,-7,0
5009074,-8,C
5009074,-9,C
5009074,-10,0
5009074,-11,C
5009074,-12,0
5009074,-13,C
5009074,-14,C
5009075,0,C
5009075,-1,0
5009075,-2,X
5009075,-3,C
5009076,0,C
5009076,-1,0
5009076,-2,X
5009076,-3,X
5009076,-4,C
5009076,-5,C
5009076,-6,C
5009076,-7,1
5009076,-8,C
5009076,-9,X
5009076,-10,X
5009076,-11,X
5009076,-12,X
5009076,-13,0
5009076,-14,C
5009076,-15,0
5009076,-16,C
5009076,-17,C
5009077,0,0
5009077,-1,C
5009077,-2,0
5009077,-3,C
5009077,-4,C
5009077,-5,0
5009077,-6,0
5009077,-7,X
5009077,-8,C
5009077,-9,0
5009077,-10,0
5009077,-11,0
5009077,-12,0
5009077,-13,C
5009077,-14,1
5009077,-15,C
5009077,-16,0
5009077,-17,0
5009078,0,C
5009078,-1,X
5009078,-2,C
5009078,-3,0
5009078,-4,C
5009078,-5,X
5009078,-6,0
5009078,-7,0
5009078,-8,X
5009078,-9,C
5009078,-10,0
5009078,-11,C
5009078,-12,C
5009078,-13,C
5009078,-14,C
5009078,-15,C
5009078,-16,C
5009078,-17,X
5009078,-18,0
5009079,0,C
5009079,-1,0
5009079,-2,X
5009080,0,0
5009080,-1,4
5009080,-2,X
5009080,-3,C
5009080,-4,1
5009080,-5,X
5009080,-6,1
5009080,-7,4
5009080,-8,X
5009080,-9,3
5009081,0,X
5009081,-1,C
5009081,-2,C
5009081,-3,0
5009081,-4,X
5009081,-5,C
5009081,-6,0
5009081,-7,C
5009081,-8,0
5009081,-9,X
5009081,-10,C
5009081,-11,0
5009081,-12,C
5009081,-13,C
5009081,-14,C
5009081,-15,0
5009081,-16,X
5009081,-17,0
5009081,-18,C
5009081,-19,0
5009081,-20,C
5009082,0,X
5009082,-1,C
5009082,-2,0
5009082,-3,C
5009082,-4,0
5009082,-5,0
5009082,-6,C
5009082,-7,0
5009082,-8,C
5009082,-9,C
5009082,-10,1
5009083,0,X
5009083,-1,0
5009083,-2,C
5009083,-3,X
5009083,-4,C
5009083,-5,0
5009083,-6,X
5009083,-7,C
5009083,-8,C
5009083,-9,X
5009083,-10,C
5009083,-11,0
5009083,-12,0
5009083,-13,C
5009083,-14,0
5009084,0,C
5009084,-1,C
5009084,-2,C
5009084,-3,C
5009084,-4,C
5009084,-5,C
5009084,-6,C
5009085,0,C
5009085,-1,C
5009085,-2,0
5009086,0,X
5009086,-1,C
5009086,-2,0
5009086,-3,C
5009086,-4,C
5009086,-5,0
5009086,-6,C
5009086,-7,X
5009086,-8,C
5009086,-9,C
5009086,-10,X
5009086,-11,C
5009086,-12,C
5009086,-13,C
5009086,-14,C
5009086,-15,C
5009086,-16,C
5009086,-17,0
5009086,-18,C
5009086,-19,C
5009086,-20,0
5009086,-21,C
5009086,-22,C
5009087,0,C
5009087,-1,C
5009087,-2,0
5009087,-3,X
5009087,-4,C
5009087,-5,C
5009087,-6,0
5009087,-7,C
5009087,-8,X
5009087,-9,0
5009087,-10,0
5009087,-11,C
5009087,-12,X
5009087,-13,C
5009087,-14,C
5009088,0,0
5009088,-1,C
5009088,-2,0
5009088,-3,C
5009088,-4,X
5009088,-5,0
5009088,-6,0
5009088,-7,0
5009088,-8,C
5009088,-9,C
5009088,-10,X
5009089,0,C
5009089,-1,0
5009089,-2,0
5009089,-3,0
5009089,-4,C
5009089,-5,C
5009090,0,0
5009090,-1,C
5009090,-2,C
5009090,-3,C
5009090,-4,C
5009090,-5,0
5009090,-6,X
5009090,-7,0
5009090,-8,0
5009090,-9,C
5009090,-10,C
5009090,-11,C
5009090,-12,C
5009090,-13,0
5009091,0,0
5009091,-1,C
5009091,-2,C
5009091,-3,C
5009091,-4,C
5009091,-5,C
5009091,-6,C
5009091,-7,C
5009091,-8,0
5009091,-9,C
5009091,-10,C
5009091,-11,0
5009091,-12,0
5009091,-13,C
5009092,0,C
5009092,-1,0
5009092,-2,C
5009092,-3,C
5009092,-4,C
5009092,-5,C
5009092,-6,C
5009092,-7,C
5009092,-8,C
5009092,-9,0
5009093,0,0
5009093,-1,0
5009093,-2,X
5009093,-3,C
5009093,-4,C
5009093,-5,C
5009093,-6,C
5009093,-7,0
5009093,-8,X
5009093,-9,C
5009093,-10,C
5009093,-11,C
5009093,-12,X
5009093,-13,0
5009093,-14,1
5009093,-15,C
5009093,-16,C
5009093,-17,C
5009093,-18,C
5009094,0,C
5009094,-1,C
5009094,-2,C
5009094,-3,0
5009094,-4,C
5009094,-5,C
5009094,-6,0
5009094,-7,0
5009094,-8,C
5009094,-9,C
5009094,-10,C
5009094,-11,X
5009094,-12,C
5009094,-13,X
5009094,-14,0
5009094,-15,0
5009094,-16,X
5009094,-17,C
5009094,-18,X
5009094,-19,C
5009094,-20,C
5009094,-21,0
5009094,-22,X
5009094,-23,C
5009095,0,C
5009095,-1,C
5009095,-2,C
5009095,-3,C
5009095,-4,C
5009095,-5,0
5009095,-6,X
5009095,-7,0
5009096,0,C
5009096,-1,X
5009096,-2,0
5009096,-3,0
5009096,-4,C
5009096,-5,0
5009096,-6,C
5009097,0,C
5009097,-1,X
5009097,-2,0
5009098,0,0
5009098,-1,X
5009098,-2,0
5009098,-3,C
5009099,0,C
5009099,-1,0
5009099,-2,X
5009099,-3,0
5009099,-4,C
5009099,-5,0
5009099,-6,C
5009099,-7,0
5009099,-8,C
5009099,-9,0
5009099,-10,0
5009100,0,C
5009100,-1,0
5009100,-2,C
5009100,-3,X
5009100,-4,C
5009100,-5,C
5009100,-6,C
5009100,-7,C
5009100,-8,C
5009101,0,X
5009101,-1,0
5009101,-2,C
5009101,-3,C
5009101,-4,0
5009101,-5,C
5009101,-6,0
5009101,-7,C
5009101,-8,C
5009101,-9,0
5009101,-10,C
5009101,-11,X
5009101,-12,C
5009101,-13,C
5009101,-14,C
5009101,-15,C
5009102,0,X
5009102,-1,0
5009102,-2,C
5009102,-3,0
5009102,-4,0
5009102,-5,1
5009102,-6,1
5009102,-7,0
5009102,-8,C
5009103,0,C
5009103,-1,C
5009103,-2,C
5009103,-3,C
5009103,-4,C
5009103,-5,C
5009103,-6,C
5009103,-7,C
5009103,-8,0
5009103,-9,C
5009103,-10,C
5009104,0,0
5009104,-1,C
5009104,-2,0
5009104,-3,0
5009104,-4,X
5009104,-5,0
5009104,-6,C
5009104,-7,C
5009104,-8,C
5009104,-9,0
5009104,-10,C
5009104,-11,0
5009104,-12,C
5009104,-13,C
5009104,-14,C
5009105,0,X
5009105,-1,0
5009105,-2,C
5009105,-3,C
5009105,-4,X
5009105,-5,X
5009105,-6,0
5009105,-7,C
5009106,0,C
5009106,-1,C
5009106,-2,C
5009106,-3,0
5009106,-4,0
5009106,-5,X
5009106,-6,C
5009106,-7,X
5009106,-8,0
5009106,-9,C
5009106,-10,C
5009106,-11,C
5009106,-12,0
5009107,0,C
5009107,-1,X
5009107,-2,0
5009107,-3,C
5009107,-4,X
5009108,0,0
5009108,-1,C
5009108,-2,0
5009108,-3,0
5009108,-4,C
5009108,-5,X
5009108,-6,0
5009108,-7,C
5009108,-8,C
5009108,-9,X
5009108,-10,C
5009108,-11,C
5009108,-12,C
5009108,-13,X
5009108,-14,X
5009108,-15,C
5009108,-16,C
5009108,-17,C
5009108,-18,0
5009108,-19,C
5009108,-20,0
5009109,0,1
5009109,-1,0
5009109,-2,0
5009109,-3,C
5009109,-4,C
5009109,-5,C
5009109,-6,0
5009109,-7,C
5009109,-8,0
5009109,-9,0
5009109,-10,X
5009109,-11,C
5009109,-12,0
5009109,-13,0
5009109,-14,0
5009109,-15,0
5009109,-16,0
5009109,-17,C
5009110,0,1
5009110,-1,3
5009110,-2,1
5009110,-3,X
5009110,-4,X
5009110,-5,4
5009110,-6,0
5009110,-7,X
5009110,-8,4
5009110,-9,0
5009110,-10,C
5009111,0,0
5009111,-1,0
5009111,-2,C
5009111,-3,0
5009111,-4,C
5009111,-5,0
5009111,-6,C
5009111,-7,C
5009111,-8,C
5009111,-9,0
5009111,-10,0
5009111,-11,C
5009111,-12,C
5009111,-13,X
5009112,0,C
5009112,-1,0
5009112,-2,X
5009112,-3,0
5009112,-4,C
5009112,-5,0
5009112,-6,C
5009112,-7,C
5009112,-8,0
5009112,-9,X
5009112,-10,C
5009112,-11,0
5009112,-12,C
5009112,-13,X
5009112,-14,0
5009112,-15,1
5009112,-16,C
5009112,-17,C
5009112,-18,0
5009112,-19,C
5009113,0,0
5009113,-1,C
5009113,-2,0
5009113,-3,0
5009113,-4,C
5009113,-5,0
5009113,-6,X
5009113,-7,X
5009114,0,C
5009114,-1,0
5009114,-2,C
5009114,-3,C
5009114,-4,C
5009114,-5,X
5009115,0,0
5009115,-1,C
5009115,-2,X
5009115,-3,0
5009115,-4,X
5009116,0,C
5009116,-1,1
5009116,-2,C
5009116,-3,C
5009116,-4,C
5009116,-5,C
5009116,-6,C
5009116,-7,C
5009116,-8,C
5009116,-9,C
5009116,-10,0
5009116,-11,0
5009116,-12,C
5009116,-13,C
5009116,-14,X
5009116,-15,X
5009116,-16,0
5009117,0,0
5009117,-1,C
5009117,-2,C
5009117,-3,X
5009117,-4,C
5009117,-5,0
5009118,0,X
5009118,-1,C
5009118,-2,0
5009119,0,C
5009119,-1,C
5009119,-2,C
5009119,-3,C
5009119,-4,C
5009119,-5,C
5009119,-6,C
5009119,-7,C
5009119,-8,C
5009119,-9,C
5009119,-10,C
5009120,0,X
5009120,-1,C
5009120,-2,C
5009120,-3,0
5009120,-4,X
5009120,-5,C
5009121,0,X
5009121,-1,C
5009121,-2,X
5009121,-3,C
5009121,-4,X
5009121,-5,C
5009121,-6,C
5009121,-7,0
5009121,-8,X
5009121,-9,C
5009121,-10,0
5009121,-11,X
5009121,-12,X
5009121,-13,0
5009121,-14,X
5009121,-15,C
5009121,-16,C
5009122,0,C
5009122,-1,X
5009122,-2,C
5009123,0,C
5009123,-1,X
5009123,-2,0
5009123,-3,0
5009123,-4,0
5009123,-5,X
5009123,-6,1
5009123,-7,C
5009123,-8,C
5009123,-9,0
5009123,-10,0
5009123,-11,C
5009123,-12,C
5009123,-13,X
5009123,-14,C
5009123,-15,C
5009123,-16,C
5009123,-17,X
5009123,-18,X
5009123,-19,0
5009123,-20,C
5009123,-21,X
5009123,-22,C
5009124,0,0
5009124,-1,C
5009124,-2,C
5009124,-3,0
5009124,-4,C
5009124,-5,0
5009124,-6,C
5009124,-7,X
5009125,0,X
5009125,-1,0
5009125,-2,C
5009125,-3,0
5009125,-4,0
5009125,-5,X
5009125,-6,C
5009126,0,C
5009126,-1,X
5009126,-2,C
5009126,-3,0
5009126,-4,C
5009126,-5,C
5009126,-6,C
5009126,-7,0
5009126,-8,X
5009126,-9,X
5009126,-10,C
5009126,-11,0
5009126,-12,C
5009126,-13,C
5009126,-14,C
5009126,-15,X
5009126,-16,C
5009126,-17,C
5009126,-18,C
5009126,-19,0
5009126,-20,C
5009127,0,C
5009127,-1,X
5009127,-2,C
5009127,-3,C
5009127,-4,C
5009127,-5,0
5009127,-6,C
5009127,-7,C
5009127,-8,X
5009127,-9,C
5009127,-10,C
5009128,0,2
5009128,-1,C
5009128,-2,1
5009128,-3,0
5009128,-4,X
5009128,-5,0
5009128,-6,0
5009128,-7,C
5009128,-8,2
5009128,-9,1
5009128,-10,C
5009128,-11,2
5009128,-12,1
5009129,0,X
5009129,-1,C
5009129,-2,C
5009129,-3,0
5009129,-4,C
5009129,-5,0
5009129,-6,C
5009129,-7,0
5009129,-8,X
5009130,0,0
5009130,-1,C
5009130,-2,C
5009131,0,C
5009131,-1,C
5009131,-2,X
5009131,-3,C
5009131,-4,0
5009131,-5,C
5009131,-6,C
5009131,-7,C
5009131,-8,C
5009131,-9,0
5009131,-10,0
5009131,-11,C
5009131,-12,C
5009131,-13,C
5009131,-14,C
5009132,0,C
5009132,-1,0
5009132,-2,X
5009132,-3,0
5009132,-4,X
5009132,-5,C
5009132,-6,0
5009132,-7,C
5009132,-8,C
5009132,-9,C
5009132,-10,0
5009132,-11,X
5009132,-12,C
5009132,-13,C
5009132,-14,C
5009132,-15,C
5009133,0,C
5009133,-1,C
5009133,-2,0
5009133,-3,C
5009133,-4,0
5009133,-5,C
5009134,0,0
5009134,-1,X
5009134,-2,C
5009134,-3,C
5009134,-4,0
5009134,-5,C
5009134,-6,0
5009134,-7,C
5009134,-8,C
5009134,-9,C
5009134,-10,X
5009134,-11,C
5009134,-12,C
5009134,-13,C
5009134,-14,C
5009134,-15,C
5009134,-16,C
5009134,-17,X
5009134,-18,C
5009134,-19,1
5009134,-20,0
5009134,-21,C
5009134,-22,X
5009134,-23,C
5009135,0,C
5009135,-1,C
5009135,-2,X
5009135,-3,C
5009135,-4,C
5009135,-5,C
5009135,-6,0
5009135,-7,C
5009136,0,0
5009136,-1,0
5009136,-2,X
5009136,-3,C
5009136,-4,C
5009136,-5,X
5009136,-6,1
5009136,-7,C
5009136,-8,0
5009136,-9,0
5009136,-10,C
5009136,-11,C
5009136,-12,0
5009136,-13,C
5009136,-14,X
5009136,-15,C
5009137,0,C
5009137,-1,C
5009137,-2,0
5009137,-3,C
5009137,-4,C
5009137,-5,0
5009137,-6,X
5009137,-7,C
5009138,0,0
5009138,-1,C
5009138,-2,0
5009138,-3,C
5009138,-4,C
5009138,-5,C
5009138,-6,C
5009138,-7,X
5009138,-8,C
5009138,-9,0
5009138,-10,X
5009138,-11,C
5009138,-12,X
5009138,-13,C
5009138,-14,C
5009138,-15,C
5009138,-16,0
5009138,-17,X
5009138,-18,0
5009138,-19,C
5009138,-20,C
5009138,-21,0
5009138,-22,X
5009139,0,C
5009139,-1,0
5009139,-2,C
5009139,-3,0
5009139,-4,0
5009139,-5,0
5009139,-6,C
5009139,-7,C
5009139,-8,0
5009139,-9,0
5009139,-10,C
5009139,-11,0
5009139,-12,0
5009139,-13,C
5009139,-14,0
5009139,-15,0
5009139,-16,0
5009140,0,0
5009140,-1,C
5009140,-2,C
5009140,-3,X
5009140,-4,X
5009140,-5,C
5009140,-6,C
5009140,-7,C
5009140,-8,0
5009140,-9,C
5009140,-10,0
5009140,-11,C
5009141,0,C
5009141,-1,C
5009141,-2,0
5009141,-3,X
5009141,-4,C
5009141,-5,0
5009141,-6,C
5009141,-7,0
5009141,-8,C
5009141,-9,C
5009141,-10,C
5009141,-11,0
5009141,-12,C
5009142,0,X
5009142,-1,C
5009142,-2,C
5009142,-3,X
5009142,-4,X
5009142,-5,C
5009142,-6,C
5009142,-7,0
5009142,-8,0
5009142,-9,C
5009142,-10,0
5009142,-11,C
5009142,-12,C
5009142,-13,C
5009142,-14,0
5009142,-15,0
5009142,-16,X
5009142,-17,0
5009142,-18,X
5009142,-19,0
5009142,-20,C
5009143,0,C
5009143,-1,X
5009143,-2,C
5009143,-3,X
5009143,-4,0
5009143,-5,C
5009143,-6,0
5009143,-7,X
5009143,-8,C
5009143,-9,X
5009143,-10,C
5009143,-11,X
5009143,-12,X
5009143,-13,0
5009143,-14,0
5009143,-15,1
5009144,0,2
5009144,-1,1
5009144,-2,2
5009144,-3,2
5009144,-4,1
5009144,-5,1
5009144,-6,X
5009144,-7,X
5009144,-8,0
5009144,-9,0
5009144,-10,3
5009144,-11,0
5009144,-12,2
5009145,0,X
5009145,-1,C
5009145,-2,C
5009145,-3,C
5009145,-4,0
5009145,-5,0
5009145,-6,C
5009145,-7,C
5009145,-8,0
5009145,-9,X
5009145,-10,0
5009145,-11,C
5009145,-12,0
5009145,-13,X
5009145,-14,C
5009146,0,C
5009146,-1,1
5009146,-2,0
5009146,-3,0
5009146,-4,C
5009146,-5,X
5009146,-6,C
5009146,-7,C
5009146,-8,0
5009146,-9,C
5009146,-10,0
5009146,-11,C
5009146,-12,C
5009146,-13,0
5009146,-14,C
5009146,-15,C
5009146,-16,0
5009146,-17,X
5009146,-18,C
5009146,-19,X
5009146,-20,C
5009146,-21,C
5009147,0,X
5009147,-1,X
5009147,-2,0
5009147,-3,C
5009147,-4,0
5009147,-5,0
5009147,-6,C
5009147,-7,1
5009147,-8,X
5009147,-9,C
5009147,-10,C
5009147,-11,0
5009147,-12,X
5009147,-13,C
5009147,-14,C
5009147,-15,C
5009147,-16,C
5009147,-17,X
5009147,-18,0
5009147,-19,C
5009148,0,5
5009148,-1,1
5009148,-2,4
5009148,-3,0
5009148,-4,1
5009148,-5,1
5009148,-6,2
5009148,-7,1
5009148,-8,0
5009148,-9,C
5009148,-10,X
5009149,0,0
5009149,-1,C
5009149,-2,0
5009149,-3,C
5009149,-4,C
5009149,-5,0
5009149,-6,C
5009149,-7,X
5009149,-8,0
5009149,-9,C
5009149,-10,C
5009149,-11,C
5009149,-12,0
5009149,-13,X
5009149,-14,0
5009149,-15,0
5009149,-16,0
5009149,-17,C
5009149,-18,X
5009149,-19,C
5009149,-20,0
5009149,-21,0
5009149,-22,X
5009149,-23,0
5009150,0,C
5009150,-1,C
5009150,-2,C
5009150,-3,C
5009150,-4,C
5009151,0,C
5009151,-1,C
5009151,-2,C
5009151,-3,C
5009151,-4,C
5009151,-5,X
5009151,-6,C
5009152,0,C
5009152,-1,C
