ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009224,F,N,Y,0,176702.58,Pensioner,Higher education,Married,Co-op apartment,-18684,365243,1,1,0,0,,2
5009225,M,N,Y,0,183061.36,Student,Secondary / secondary special,Single / not married,Office apartment,-19442,-10237,1,1,1,0,Cleaning staff,1
5009226,M,Y,N,1,184903.56,Commercial associate,Higher education,Separated,Rented apartment,-23888,-15332,1,0,0,1,Medicine staff,2
5009227,M,N,N,0,238097.64,Commercial associate,Higher education,Civil marriage,With parents,-23931,-2198,1,1,1,0,Realty agents,2
5009228,F,Y,N,0,71234.94,Pensioner,Incomplete higher,Single / not married,Rented apartment,-22370,365243,1,0,1,0,,1
5009229,M,N,Y,0,66938.98,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-17676,365243,1,1,0,0,,1
5009230,M,N,N,0,174204.28,State servant,Secondary / secondary special,Civil marriage,House / apartment,-9305,-332,1,0,1,1,Cleaning staff,2
5009231,M,Y,Y,0,55331.41,Pensioner,Lower secondary,Civil marriage,Rented apartment,-9934,365243,1,1,1,0,,2
5009232,M,Y,N,0,132501.33,Pensioner,Lower secondary,Civil marriage,Office apartment,-13043,365243,1,0,1,0,,2
5009233,F,N,Y,1,144042.11,State servant,Higher education,Separated,House / apartment,-24754,-16870,1,1,1,1,Core staff,2
5009234,F,N,Y,1,73651.94,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-17339,365243,1,0,0,0,,2
5009235,M,N,Y,1,200460.65,Pensioner,Higher education,Widow,House / apartment,-22038,365243,1,0,0,0,,2
5009236,F,N,N,0,75245.74,Working,Secondary / secondary special,Widow,With parents,-11298,-403,1,1,0,0,Cooking staff,1
5009237,F,Y,Y,0,140357.85,State servant,Higher education,Single / not married,House / apartment,-12795,-5019,1,0,1,0,Cooking staff,1
5009238,F,N,Y,2,127568.33,Student,Secondary / secondary special,Separated,Municipal apartment,-18208,-5153,1,0,0,0,Waiters/barmen staff,3
5009239,F,N,Y,1,138704.2,Student,Incomplete higher,Civil marriage,Rented apartment,-15178,-7822,1,1,0,1,HR staff,3
5009240,F,N,Y,0,178850.35,Working,Secondary / secondary special,Widow,Rented apartment,-14760,-3901,1,1,1,0,Security staff,1
5009241,M,Y,Y,0,66544.01,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-17750,-5184,1,1,1,1,Secretaries,2
5009242,M,Y,Y,3,115374.34,Working,Secondary / secondary special,Separated,House / apartment,-7898,-931,1,1,1,0,Secretaries,4
5009243,F,N,N,0,143214.81,Working,Higher education,Single / not married,Rented apartment,-22126,-13372,1,0,0,0,IT staff,1
5009244,F,Y,Y,0,180227.83,State servant,Incomplete higher,Separated,Office apartment,-11835,-1679,1,0,1,0,Low-skill Laborers,1
5009245,F,N,N,1,105854.05,Student,Secondary / secondary special,Widow,Co-op apartment,-23207,-14455,1,0,0,0,Medicine staff,2
5009246,F,N,Y,0,114141.14,Working,Incomplete higher,Civil marriage,Rented apartment,-19644,-450,1,0,1,0,Cooking staff,2
5009247,M,N,Y,0,84180.45,State servant,Incomplete higher,Separated,Rented apartment,-21971,-10423,1,1,0,0,Private service staff,1
5009248,F,N,Y,0,158071.01,Commercial associate,Secondary / secondary special,Separated,Rented apartment,-12882,-1465,1,0,1,0,Core staff,1
5009249,F,N,Y,1,107432.92,Working,Secondary / secondary special,Single / not married,House / apartment,-17317,-5318,1,1,0,0,Cleaning staff,2
5009250,F,N,N,1,192140.95,Working,Higher education,Married,House / apartment,-21088,-8919,1,0,0,0,Managers,3
5009251,M,N,N,0,155837.29,State servant,Secondary / secondary special,Married,With parents,-18778,-4205,1,0,0,0,Drivers,2
5009252,F,N,Y,1,100376.78,Pensioner,Secondary / secondary special,Civil marriage,Co-op apartment,-20628,365243,1,1,0,0,,3
5009253,F,N,Y,0,184082.13,State servant,Incomplete higher,Civil marriage,House / apartment,-15267,-6737,1,0,0,0,Realty agents,2
5009254,F,N,Y,0,261507.66,Commercial associate,Higher education,Widow,Municipal apartment,-14868,-7367,1,1,1,1,IT staff,1
5009255,M,N,N,0,115354.48,State servant,Secondary / secondary special,Widow,Office apartment,-21203,-9602,1,1,0,0,Private service staff,1
5009256,M,Y,Y,1,233058.85,Commercial associate,Higher education,Single / not married,House / apartment,-16453,-3210,1,0,0,0,Cleaning staff,2
5009257,F,Y,N,1,220489.17,Working,Lower secondary,Civil marriage,Co-op apartment,-16382,-1374,1,1,1,0,Managers,3
5009258,M,N,N,1,193041.12,Student,Lower secondary,Single / not married,Municipal apartment,-12806,-4217,1,1,0,0,Drivers,2
5009259,M,N,Y,0,250902.33,State servant,Higher education,Separated,House / apartment,-14009,-3999,1,1,1,0,IT staff,1
5009260,F,N,N,2,225968.83,State servant,Higher education,Single / not married,Rented apartment,-19878,-1880,1,0,0,0,Realty agents,3
5009261,M,N,N,0,147174.8,Student,Lower secondary,Civil marriage,Office apartment,-12641,-3258,1,1,1,1,Managers,2
5009262,F,Y,Y,0,234034.81,State servant,Higher education,Separated,House / apartment,-9770,-1233,1,1,1,0,Core staff,1
5009263,F,N,N,0,170751.41,Student,Higher education,Separated,Rented apartment,-19124,-2025,1,0,1,0,Cleaning staff,1
5009264,F,Y,Y,0,174697.66,Pensioner,Secondary / secondary special,Married,Office apartment,-18487,365243,1,1,0,0,,2
5009265,M,Y,Y,0,125984.45,Student,Secondary / secondary special,Widow,House / apartment,-9735,-2970,1,0,1,0,High skill tech staff,1
5009266,M,N,N,0,132257.56,Student,Secondary / secondary special,Married,Rented apartment,-22467,-548,1,0,1,0,Waiters/barmen staff,2
5009267,F,N,Y,2,67187.97,Pensioner,Secondary / secondary special,Married,With parents,-12936,365243,1,1,0,0,,4
5009268,F,Y,N,0,141147.75,Commercial associate,Secondary / secondary special,Separated,House / apartment,-8560,-614,1,1,1,1,Medicine staff,1
5009269,F,Y,Y,0,226228.05,State servant,Secondary / secondary special,Married,Municipal apartment,-17181,-6293,1,0,0,0,Managers,2
5009270,F,N,N,0,271847.07,Commercial associate,Higher education,Separated,Office apartment,-15425,-191,1,1,0,0,Secretaries,1
5009271,F,Y,Y,0,311933.95,Commercial associate,Academic degree,Married,With parents,-20359,-7841,1,0,1,0,Cooking staff,2
5009272,M,N,N,1,166044.68,Student,Secondary / secondary special,Civil marriage,Co-op apartment,-12156,-4247,1,1,0,0,Secretaries,3
5009273,F,Y,Y,0,133657.76,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-17211,-7463,1,1,0,0,HR staff,1
5009274,M,N,N,1,66118.3,Working,Secondary / secondary special,Widow,Municipal apartment,-14309,-6520,1,0,1,0,Laborers,2
5009275,M,N,Y,0,144856.59,Pensioner,Secondary / secondary special,Single / not married,With parents,-24495,365243,1,1,0,0,,1
5009276,M,Y,N,0,109371.5,Pensioner,Secondary / secondary special,Widow,With parents,-18997,365243,1,0,0,0,,1
5009277,M,Y,N,1,34335.12,Pensioner,Incomplete higher,Widow,Office apartment,-12012,365243,1,1,0,1,,2
5009278,M,N,Y,1,143178.47,Working,Secondary / secondary special,Civil marriage,Office apartment,-20700,-12505,1,0,1,1,Medicine staff,3
5009279,F,Y,Y,0,155629.25,Working,Incomplete higher,Civil marriage,Municipal apartment,-8749,-1428,1,1,1,0,Laborers,2
5009280,F,N,Y,0,165949.87,Working,Lower secondary,Single / not married,House / apartment,-20987,-8999,1,1,0,0,Managers,1
5009281,M,N,Y,2,224792.44,Commercial associate,Higher education,Married,Office apartment,-8566,-1720,1,0,1,0,Low-skill Laborers,4
5009282,M,N,Y,0,235563.45,Working,Higher education,Civil marriage,Office apartment,-10974,-615,1,0,0,0,Sales staff,2
5009283,F,N,Y,0,127091.93,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-17689,-6098,1,0,1,0,Drivers,2
5009284,F,Y,N,0,168369.16,Commercial associate,Higher education,Widow,House / apartment,-14915,-1776,1,0,0,0,Accountants,1
5009285,F,N,N,0,126827.3,Student,Secondary / secondary special,Civil marriage,Rented apartment,-13311,-869,1,1,0,1,Core staff,2
5009286,M,N,Y,0,133785.77,Pensioner,Secondary / secondary special,Separated,With parents,-21851,365243,1,0,1,0,,1
5009287,F,Y,Y,0,164244.56,Student,Secondary / secondary special,Married,With parents,-11066,-933,1,0,1,0,Security staff,2
5009288,M,Y,Y,1,146362.22,Working,Incomplete higher,Married,Municipal apartment,-23740,-5363,1,1,1,0,Medicine staff,3
5009289,F,N,Y,0,115974.56,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-17962,-11130,1,0,0,0,Medicine staff,2
5009290,F,N,Y,0,263482.09,Commercial associate,Higher education,Married,Rented apartment,-21249,-9093,1,1,1,0,High skill tech staff,2
5009291,F,Y,N,0,115700.36,State servant,Secondary / secondary special,Widow,Co-op apartment,-8298,-521,1,1,0,0,Accountants,1
5009292,F,N,Y,0,184007.22,Pensioner,Higher education,Married,Municipal apartment,-15300,365243,1,1,0,0,,2
5009293,F,N,Y,0,130594.52,Pensioner,Secondary / secondary special,Separated,House / apartment,-10752,365243,1,0,1,0,,1
5009294,F,N,Y,0,88965.79,Working,Secondary / secondary special,Civil marriage,Co-op apartment,-21670,-10376,1,0,0,1,Security staff,2
5009295,F,Y,Y,1,132431.18,State servant,Higher education,Single / not married,Rented apartment,-11682,-3073,1,1,1,0,IT staff,2
5009296,M,Y,Y,1,201386.44,Commercial associate,Higher education,Married,Municipal apartment,-10055,-3064,1,0,1,0,Cooking staff,3
5009297,F,Y,Y,0,86712.78,Student,Secondary / secondary special,Widow,House / apartment,-23500,-2755,1,1,1,0,Cleaning staff,1
5009298,F,Y,Y,0,133717.55,State servant,Secondary / secondary special,Single / not married,House / apartment,-19255,-2402,1,0,0,0,HR staff,1
5009299,F,Y,Y,0,76242.15,Working,Secondary / secondary special,Married,Rented apartment,-24066,-15167,1,0,1,0,Drivers,2
5009300,F,Y,Y,0,84068.36,State servant,Secondary / secondary special,Widow,Municipal apartment,-23297,-14725,1,1,0,0,Secretaries,1
5009301,F,N,N,0,137674.11,Pensioner,Higher education,Single / not married,Rented apartment,-11947,365243,1,1,1,0,,1
5009302,M,N,Y,0,108260.23,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,-23400,-11800,1,1,1,1,Accountants,2
5009303,M,N,Y,0,172613.03,Pensioner,Higher education,Single / not married,Office apartment,-8436,365243,1,0,0,0,,1
5009304,F,N,N,1,61169.86,Working,Secondary / secondary special,Single / not married,Municipal apartment,-19177,-5948,1,0,0,0,Secretaries,2
5009305,M,N,Y,0,111163.29,Commercial associate,Secondary / secondary special,Widow,Co-op apartment,-14379,-774,1,1,0,0,Laborers,1
5009306,M,Y,Y,0,154121.19,Working,Secondary / secondary special,Married,Rented apartment,-19521,-5849,1,0,1,0,Laborers,2
5009307,M,N,Y,0,106164.19,Working,Secondary / secondary special,Married,With parents,-24128,-1860,1,0,0,0,High skill tech staff,2
5009308,M,N,Y,0,187413.77,Student,Higher education,Single / not married,With parents,-9487,-1065,1,1,1,0,Laborers,1
5009309,M,N,Y,1,153755.62,Pensioner,Higher education,Separated,House / apartment,-19902,365243,1,0,1,1,,2
5009310,F,N,N,0,118393.63,Commercial associate,Lower secondary,Civil marriage,Co-op apartment,-15946,-3262,1,1,0,0,Secretaries,2
5009311,M,Y,Y,2,166425.36,State servant,Secondary / secondary special,Married,With parents,-14099,-2360,1,1,0,0,Drivers,4
5009312,M,N,Y,2,143225.75,Pensioner,Higher education,Married,Office apartment,-21262,365243,1,1,1,0,,4
5009313,M,N,Y,0,218108.21,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-22651,-8471,1,1,0,0,High skill tech staff,1
5009314,F,Y,Y,0,118905.16,Commercial associate,Secondary / secondary special,Widow,With parents,-11726,-571,1,1,0,0,Secretaries,1
5009315,M,N,Y,0,78420.79,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14506,-1482,1,1,1,0,Secretaries,2
5009316,F,Y,Y,1,187709.61,Pensioner,Higher education,Single / not married,Municipal apartment,-14201,365243,1,1,1,0,,2
5009317,F,Y,Y,0,175263.04,Commercial associate,Secondary / secondary special,Separated,Rented apartment,-23811,-16734,1,1,1,0,Private service staff,1
5009318,M,N,Y,2,146501.31,Student,Secondary / secondary special,Separated,Co-op apartment,-19489,-9050,1,1,0,0,Low-skill Laborers,3
5009319,M,N,Y,1,119923.1,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11917,-3167,1,0,0,0,High skill tech staff,2
5009320,F,N,Y,2,180931.06,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-19546,-6585,1,1,1,0,IT staff,3
5009321,M,Y,Y,1,169880.91,Pensioner,Higher education,Single / not married,Rented apartment,-7697,365243,1,0,1,0,,2
5009322,F,N,Y,0,228133.53,Commercial associate,Higher education,Married,Rented apartment,-17405,-2446,1,0,0,0,Accountants,2
5009323,M,Y,N,0,126237.83,Student,Higher education,Married,Municipal apartment,-9141,-479,1,1,0,0,Sales staff,2
5009324,F,N,N,0,173818.71,Working,Secondary / secondary special,Married,House / apartment,-11293,-3774,1,1,1,0,Low-skill Laborers,2
5009325,F,N,Y,0,118224.75,Pensioner,Secondary / secondary special,Married,Municipal apartment,-22658,365243,1,0,0,0,,2
5009326,F,N,N,0,149679.41,Student,Higher education,Single / not married,Municipal apartment,-15428,-6132,1,1,0,0,HR staff,1
5009327,F,Y,Y,0,195930.4,Pensioner,Higher education,Separated,Rented apartment,-20359,365243,1,0,1,0,,1
5009328,F,N,N,2,205530.92,Pensioner,Higher education,Widow,Office apartment,-21143,365243,1,0,0,0,,3
5009329,M,Y,Y,0,147336.1,Commercial associate,Incomplete higher,Single / not married,With parents,-10596,-3807,1,0,1,1,Sales staff,1
5009330,M,Y,N,2,275020.96,Commercial associate,Higher education,Married,Co-op apartment,-10000,-1916,1,0,1,0,HR staff,4
5009331,M,N,Y,1,249144.94,State servant,Higher education,Separated,With parents,-11507,-732,1,0,0,0,Sales staff,2
5009332,M,N,Y,0,55262.4,State servant,Incomplete higher,Separated,Rented apartment,-13157,-2518,1,0,0,0,Drivers,1
5009333,F,Y,N,0,86238.04,State servant,Secondary / secondary special,Married,Office apartment,-13166,-3402,1,1,1,0,Managers,2
5009334,M,N,N,0,30000.0,Pensioner,Lower secondary,Single / not married,Co-op apartment,-20300,365243,1,0,1,0,,1
5009335,F,N,Y,1,257202.28,Student,Academic degree,Separated,Municipal apartment,-20677,-5626,1,1,1,0,Realty agents,2
5009336,M,N,Y,0,162850.89,Student,Secondary / secondary special,Single / not married,Office apartment,-10031,-2461,1,0,0,0,Cooking staff,1
5009337,M,N,Y,1,164804.13,Commercial associate,Secondary / secondary special,Married,House / apartment,-13774,-3507,1,0,1,0,Core staff,3
5009338,M,N,Y,0,86473.09,State servant,Secondary / secondary special,Single / not married,Co-op apartment,-20462,-10816,1,1,1,0,Sales staff,1
5009339,F,N,Y,0,74313.72,Student,Secondary / secondary special,Widow,Rented apartment,-12369,-4365,1,1,1,1,High skill tech staff,1
5009340,F,Y,Y,0,213306.23,Student,Higher education,Separated,House / apartment,-16578,-5925,1,0,0,0,Managers,1
5009341,M,Y,Y,0,95966.77,Student,Secondary / secondary special,Widow,Municipal apartment,-22286,-726,1,1,1,1,Managers,1
5009342,M,N,N,0,159294.25,Student,Secondary / secondary special,Widow,Rented apartment,-10071,-1807,1,1,0,0,Cleaning staff,1
5009343,M,Y,Y,0,238940.84,Commercial associate,Higher education,Civil marriage,Municipal apartment,-9876,-2123,1,1,1,0,Sales staff,2
5009344,M,N,Y,0,152650.83,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,-19632,-2662,1,0,1,0,Private service staff,2
5009345,F,N,Y,0,166332.43,Working,Higher education,Widow,Rented apartment,-8802,-1492,1,1,1,0,Private service staff,1
5009346,M,Y,Y,2,142135.28,Working,Secondary / secondary special,Widow,Co-op apartment,-22699,-9570,1,0,1,0,HR staff,3
5009347,F,N,Y,2,177758.57,State servant,Secondary / secondary special,Widow,Office apartment,-22811,-6647,1,1,0,0,Drivers,3
5009348,M,N,Y,0,118962.93,Pensioner,Secondary / secondary special,Widow,Rented apartment,-19803,365243,1,0,1,1,,1
5009349,F,N,Y,0,55909.39,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,-20898,-12135,1,0,0,1,Sales staff,2
5009350,M,N,Y,0,175058.1,Working,Incomplete higher,Widow,Co-op apartment,-10012,-1803,1,0,1,0,IT staff,1
5009351,M,N,N,1,112757.29,Pensioner,Higher education,Widow,Co-op apartment,-18128,365243,1,1,0,0,,2
5009352,M,Y,Y,0,111459.43,Working,Secondary / secondary special,Civil marriage,House / apartment,-13471,-4742,1,0,1,0,IT staff,2
5009353,F,Y,Y,0,109998.09,Pensioner,Secondary / secondary special,Separated,Office apartment,-22233,365243,1,0,1,0,,1
5009354,F,Y,Y,0,143219.7,Commercial associate,Incomplete higher,Separated,Rented apartment,-11061,-2460,1,1,0,1,Drivers,1
5009355,M,Y,Y,0,30000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-9536,365243,1,1,1,0,,1
5009356,F,N,Y,2,171741.32,Working,Higher education,Married,With parents,-19106,-11894,1,0,1,0,Security staff,4
5009357,F,N,N,0,201668.5,State servant,Higher education,Separated,With parents,-9554,-484,1,0,0,0,Laborers,1
5009358,M,N,Y,0,148802.61,Student,Secondary / secondary special,Civil marriage,Municipal apartment,-16012,-7224,1,0,0,0,Medicine staff,2
5009359,M,N,N,0,221754.98,Commercial associate,Higher education,Married,Co-op apartment,-20209,-8403,1,0,0,0,Accountants,2
5009360,F,Y,N,2,102716.13,Student,Secondary / secondary special,Single / not married,With parents,-13441,-3385,1,1,0,0,Realty agents,3
5009361,F,N,N,1,136228.74,Working,Secondary / secondary special,Civil marriage,Rented apartment,-12479,-3653,1,0,1,1,Waiters/barmen staff,3
5009362,F,Y,Y,0,185229.67,Commercial associate,Higher education,Civil marriage,Co-op apartment,-21039,-7736,1,0,1,0,Private service staff,2
5009363,F,Y,Y,0,267635.27,Working,Higher education,Single / not married,With parents,-19766,-12223,1,1,1,0,Sales staff,1
5009364,M,N,Y,0,154017.36,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-15369,365243,1,0,1,0,,2
5009365,F,N,N,1,115496.19,Pensioner,Secondary / secondary special,Married,Office apartment,-8713,365243,1,0,1,0,,3
5009366,M,Y,N,0,209277.11,State servant,Higher education,Married,With parents,-17487,-6536,1,1,1,0,Laborers,2
5009367,M,Y,Y,0,160185.9,Student,Secondary / secondary special,Married,Co-op apartment,-24494,-17733,1,0,0,0,Accountants,2
5009368,F,Y,N,2,133811.27,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18415,-303,1,0,1,0,Private service staff,4
5009369,M,N,N,1,248977.12,Working,Higher education,Civil marriage,Co-op apartment,-18559,-6684,1,0,1,0,Secretaries,3
5009370,F,Y,Y,1,85935.45,State servant,Secondary / secondary special,Single / not married,With parents,-10912,-2220,1,1,0,0,High skill tech staff,2
5009371,M,N,N,0,126725.24,State servant,Secondary / secondary special,Married,Office apartment,-9382,-1190,1,0,0,0,Managers,2
5009372,M,Y,N,0,224491.17,Working,Higher education,Married,With parents,-10060,-2692,1,0,1,0,Secretaries,2
5009373,M,Y,Y,0,144851.86,Working,Secondary / secondary special,Civil marriage,House / apartment,-16451,-8292,1,0,0,0,Drivers,2
5009374,F,N,Y,0,164945.34,State servant,Incomplete higher,Married,Rented apartment,-10581,-603,1,1,1,0,Managers,2
5009375,F,Y,N,2,78097.84,Student,Incomplete higher,Civil marriage,Office apartment,-10783,-1894,1,1,1,0,Cooking staff,4
5009376,F,N,Y,2,171543.2,Working,Higher education,Separated,Co-op apartment,-21349,-14429,1,0,1,1,Sales staff,3
5009377,F,Y,Y,0,158480.66,Pensioner,Higher education,Separated,Office apartment,-21292,365243,1,1,0,0,,1
5009378,M,N,Y,0,155840.25,Student,Secondary / secondary special,Widow,Co-op apartment,-14911,-4895,1,0,0,0,Medicine staff,1
5009379,M,N,Y,0,73550.8,Working,Lower secondary,Single / not married,Municipal apartment,-15573,-7546,1,1,0,0,IT staff,1
5009380,M,Y,Y,2,252634.09,State servant,Higher education,Separated,Municipal apartment,-8598,-377,1,1,0,0,Sales staff,3
5009381,F,Y,Y,0,170599.91,State servant,Higher education,Single / not married,Co-op apartment,-16724,-9639,1,1,1,0,HR staff,1
5009382,M,Y,Y,2,150228.62,Commercial associate,Secondary / secondary special,Separated,Co-op apartment,-23948,-7992,1,1,0,0,Security staff,3
5009383,M,Y,Y,0,142760.09,Commercial associate,Lower secondary,Separated,With parents,-21789,-14854,1,1,1,0,Sales staff,1
5009384,F,N,Y,1,212371.17,Commercial associate,Higher education,Civil marriage,Office apartment,-21039,-4974,1,1,0,0,Medicine staff,3
5009385,M,Y,Y,2,159814.05,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-24436,-10167,1,0,0,0,HR staff,4
5009386,F,Y,Y,0,129107.37,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-19732,-1446,1,0,0,0,Waiters/barmen staff,2
5009387,F,N,N,0,42719.8,State servant,Secondary / secondary special,Single / not married,With parents,-21531,-9848,1,1,1,0,High skill tech staff,1
5009388,F,Y,Y,2,146467.94,State servant,Secondary / secondary special,Married,Rented apartment,-9285,-975,1,0,0,0,Cooking staff,4
5009389,F,N,Y,1,67561.31,State servant,Secondary / secondary special,Married,Office apartment,-16052,-3561,1,1,1,0,Cooking staff,3
5009390,M,N,Y,0,145306.42,Working,Secondary / secondary special,Civil marriage,Co-op apartment,-8402,-1791,1,0,0,0,Core staff,2
5009391,M,Y,Y,0,197603.87,State servant,Secondary / secondary special,Civil marriage,Rented apartment,-15712,-4974,1,0,0,0,Secretaries,2
5009392,M,N,N,1,54550.61,Pensioner,Secondary / secondary special,Widow,Rented apartment,-11320,365243,1,1,0,0,,2
5009393,M,N,N,0,30000.0,Student,Secondary / secondary special,Civil marriage,Rented apartment,-24468,-3962,1,0,1,0,Accountants,2
5009394,M,Y,Y,0,173613.4,State servant,Secondary / secondary special,Civil marriage,With parents,-21928,-1585,1,1,1,0,Waiters/barmen staff,2
5009395,F,N,Y,0,167531.04,State servant,Higher education,Separated,House / apartment,-17299,-9604,1,0,0,0,Accountants,1
5009396,F,Y,N,2,86597.66,Pensioner,Secondary / secondary special,Married,Rented apartment,-23864,365243,1,0,1,0,,4
5009397,M,Y,N,0,238836.81,Commercial associate,Higher education,Single / not married,With parents,-24351,-10331,1,1,1,0,Laborers,1
5009398,F,N,N,0,190902.37,State servant,Higher education,Widow,Rented apartment,-16651,-7752,1,0,1,0,Managers,1
5009399,M,N,Y,0,150890.77,State servant,Secondary / secondary special,Married,House / apartment,-21505,-1713,1,1,0,0,Laborers,2
5009400,M,N,Y,1,111385.15,State servant,Higher education,Widow,Rented apartment,-9635,-2647,1,1,1,0,Managers,2
5009401,F,Y,Y,0,105029.01,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-10595,365243,1,1,0,0,,2
5009402,F,Y,Y,1,119729.31,Student,Higher education,Separated,Co-op apartment,-10652,-3704,1,0,1,0,Realty agents,2
5009403,M,N,Y,1,207526.71,Pensioner,Higher education,Civil marriage,With parents,-9271,365243,1,0,1,0,,3
5009404,M,Y,N,2,143417.1,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-10997,-3746,1,1,0,0,Low-skill Laborers,3
5009405,M,N,Y,0,86697.19,State servant,Secondary / secondary special,Single / not married,House / apartment,-8998,-2075,1,1,0,0,Accountants,1
5009406,M,N,Y,0,107529.14,State servant,Secondary / secondary special,Separated,With parents,-10756,-223,1,0,0,1,High skill tech staff,1
5009407,F,N,Y,0,136266.42,Pensioner,Secondary / secondary special,Married,Office apartment,-8065,365243,1,0,0,0,,2
5009408,M,N,Y,0,119237.22,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-19825,-8702,1,1,1,0,Secretaries,2
5009409,F,N,Y,0,228776.6,Pensioner,Higher education,Single / not married,With parents,-24043,365243,1,1,1,0,,1
5009410,F,N,Y,0,108793.96,State servant,Secondary / secondary special,Civil marriage,Co-op apartment,-21735,-6914,1,1,1,0,Core staff,2
5009411,F,N,Y,1,139473.63,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-10160,-1252,1,1,0,0,Laborers,3
5009412,M,N,N,2,101152.37,State servant,Secondary / secondary special,Single / not married,House / apartment,-17300,-7734,1,1,1,0,Sales staff,3
5009413,F,Y,Y,0,93829.5,Pensioner,Secondary / secondary special,Single / not married,Office apartment,-13281,365243,1,1,0,0,,1
5009414,F,Y,N,0,30000.0,State servant,Secondary / secondary special,Separated,House / apartment,-23048,-15138,1,1,0,0,Core staff,1
5009415,M,N,Y,0,84582.38,Pensioner,Secondary / secondary special,Civil marriage,Rented apartment,-18181,365243,1,1,1,0,,2
5009416,F,N,Y,2,164870.26,Student,Higher education,Married,With parents,-9475,-1060,1,0,0,0,Waiters/barmen staff,4
5009417,F,N,Y,0,123319.97,Working,Higher education,Married,House / apartment,-23929,-1471,1,1,1,0,Cleaning staff,2
5009418,M,N,Y,0,109245.03,Student,Secondary / secondary special,Married,Office apartment,-16727,-5944,1,1,1,0,HR staff,2
5009419,F,Y,Y,0,150391.43,Student,Secondary / secondary special,Single / not married,Co-op apartment,-9009,-2371,1,0,0,0,Core staff,1
5009420,F,N,Y,0,156931.63,Student,Secondary / secondary special,Civil marriage,Municipal apartment,-19833,-8751,1,0,0,0,Realty agents,2
5009421,F,N,Y,0,90348.77,State servant,Secondary / secondary special,Single / not married,Co-op apartment,-12942,-5563,1,0,1,0,Managers,1
5009422,M,Y,N,0,115574.97,Student,Secondary / secondary special,Widow,House / apartment,-13754,-1666,1,1,1,0,Low-skill Laborers,1
5009423,F,N,Y,0,126334.58,Commercial associate,Incomplete higher,Widow,Municipal apartment,-16761,-5120,1,0,0,0,Waiters/barmen staff,1
5009424,M,Y,Y,0,123043.19,Working,Secondary / secondary special,Widow,Co-op apartment,-19958,-5356,1,0,1,0,Managers,1
5009425,M,N,Y,0,63949.73,Working,Secondary / secondary special,Widow,Rented apartment,-20358,-11778,1,0,1,0,Medicine staff,1
5009426,M,Y,N,0,114948.76,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10601,-3105,1,1,1,0,Laborers,2
5009427,F,N,Y,0,148475.28,Pensioner,Secondary / secondary special,Single / not married,With parents,-20978,365243,1,0,1,0,,1
5009428,F,N,N,3,88752.7,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-19861,-11863,1,0,1,0,HR staff,5
5009429,M,Y,Y,0,249803.14,Pensioner,Academic degree,Separated,Municipal apartment,-11211,365243,1,0,0,1,,1
5009430,F,N,N,1,184491.1,State servant,Higher education,Widow,Rented apartment,-23897,-4917,1,0,1,0,Accountants,2
5009431,M,N,Y,2,206037.71,Pensioner,Higher education,Civil marriage,Office apartment,-17251,365243,1,0,1,0,,4
5009432,M,N,Y,0,69494.6,Student,Secondary / secondary special,Married,Rented apartment,-13717,-5988,1,1,0,0,Core staff,2
5009433,F,N,Y,2,137063.89,Working,Secondary / secondary special,Single / not married,Rented apartment,-17716,-1067,1,0,1,1,Medicine staff,3
5009434,M,N,Y,0,128054.83,Working,Lower secondary,Separated,Co-op apartment,-22707,-13012,1,0,1,0,Drivers,1
